UTD;ZONA;TURMA;CARTEIRA;DATA_PEDIDO;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DIA_SEMANA;FLAG_DEF
JEQUIE;281;EPS;RECORTE;2022-08-10;9;9;0;4;N
VITORIA DA CONQUISTA;521;EPS;RECORTE;2022-08-04;16;14;2;5;N
PITUBA;356;EPS;CORTE;2022-08-23;34;30;4;3;N
VITORIA DA CONQUISTA;517;STC;CORTE;2022-08-16;10;10;0;3;N
SANTA MARIA DA VITORIA;411;STC;CORTE;2022-08-16;11;10;1;3;N
LUIS EDUARDO MAGALHAES;323;STC;CORTE;2022-08-08;11;11;0;2;N
VITORIA DA CONQUISTA;519;EPS;DISJUNTOR;2022-08-10;25;22;3;4;N
PORTO SEGURO;377;STC;RECORTE;2022-08-16;21;19;2;3;N
SERRINHA;467;EPS;CORTE;2022-08-02;5;5;0;3;N
IRECE;198;EPS;CORTE;2022-08-04;9;8;1;5;N
VITORIA DA CONQUISTA;502;EPS;CORTE;2022-08-10;30;29;1;4;N
ITABUNA;225;EPS;CORTE;2022-08-04;8;8;0;5;N
CAMACARI;52;STC;CORTE;2022-08-22;16;16;0;2;N
ITAPETINGA;240;STC;CORTE;2022-08-22;11;10;1;2;N
ALAGOINHAS;3;EPS;CORTE;2022-08-22;10;9;1;2;N
ITAPOAN;253;EPS;BAIXA;2022-08-17;19;11;8;4;N
LUIS EDUARDO MAGALHAES;321;EPS;CORTE;2022-08-18;7;7;0;5;N
TEIXEIRA DE FREITAS;470;STC;RECORTE;2022-08-23;17;15;2;3;N
VALENCA;490;EPS;BAIXA;2022-08-25;20;19;1;5;S
IBOTIRAMA;159;STC;CORTE;2022-08-04;9;9;0;5;N
FEIRA DE SANTANA NORTE;112;STC;RECORTE;2022-08-18;21;18;3;5;N
PITUBA;357;STC;CORTE;2022-08-25;19;18;1;5;N
ITABERABA;213;EPS;CORTE;2022-08-11;5;5;0;5;N
VITORIA DA CONQUISTA;501;EPS;CORTE;2022-08-22;10;9;1;2;N
RIBEIRA DO POMBAL;399;EPS;CORTE;2022-08-19;10;9;1;6;N
ITABERABA;217;STC;RECORTE;2022-08-25;4;1;3;5;S
IRECE;193;EPS;CORTE;2022-08-15;39;37;2;2;N
CAMACARI;50;EPS;DISJUNTOR;2022-08-15;30;30;0;2;N
SERRINHA;463;STC;CORTE;2022-08-15;11;11;0;2;N
ITAPETINGA;249;EPS;CORTE;2022-08-23;7;7;0;3;N
JEQUIE;274;STC;CORTE;2022-08-09;11;9;2;3;N
PIRAJA;353;EPS;CORTE;2022-08-15;16;16;0;2;N
SENHOR DO BONFIM;450;STC;CORTE;2022-08-12;13;11;2;6;N
FEIRA DE SANTANA NORTE;108;STC;RECORTE;2022-08-17;15;9;6;4;N
PERIPERI;349;EPS;CORTE;2022-08-11;15;12;3;5;N
REMANSO;393;STC;CORTE;2022-08-09;9;9;0;3;N
VALENCA;486;EPS;CORTE;2022-08-02;9;9;0;3;N
PERIPERI;348;EPS;CORTE;2022-08-23;22;22;0;3;N
RIBEIRA DO POMBAL;409;EPS;CORTE;2022-08-22;10;9;1;2;N
JUAZEIRO;291;EPS;CORTE;2022-08-19;15;15;0;6;N
FEIRA DE SANTANA SUL;123;EPS;CORTE;2022-08-09;57;52;5;3;N
ITABERABA;224;STC;CORTE;2022-08-16;11;10;1;3;N
JACOBINA;261;STC;RECORTE;2022-08-16;16;15;1;3;N
CAMACARI;52;STC;RECORTE;2022-08-23;26;24;2;3;N
IRECE;197;EPS;RECORTE;2022-08-17;5;4;1;4;N
IBOTIRAMA;167;EPS;CORTE;2022-08-17;7;7;0;4;N
JACOBINA;256;EPS;CORTE;2022-08-12;9;9;0;6;N
REMANSO;391;EPS;CORTE;2022-08-19;21;17;4;6;N
CANDEIAS;59;EPS;CORTE;2022-08-19;20;20;0;6;N
LUIS EDUARDO MAGALHAES;318;STC;CORTE;2022-08-19;8;8;0;6;N
PORTO SEGURO;375;EPS;CORTE;2022-08-02;16;12;4;3;N
BARREIRAS;13;EPS;CORTE;2022-08-18;7;7;0;5;N
LUIS EDUARDO MAGALHAES;323;STC;RECORTE;2022-08-09;13;11;2;3;N
JACOBINA;255;EPS;CORTE;2022-08-24;8;8;0;4;N
PERIPERI;349;STC;CORTE;2022-08-25;16;16;0;5;N
CONCEICAO DO COITE;67;EPS;DISJUNTOR;2022-08-22;6;6;0;2;N
FEIRA DE SANTANA NORTE;112;EPS;BAIXA;2022-08-04;8;7;1;5;N
ILHEUS;180;EPS;RECORTE;2022-08-17;9;9;0;4;N
PIRAJA;355;STC;CORTE;2022-08-05;17;0;17;6;N
IRECE;195;STC;CORTE;2022-08-05;11;0;11;6;N
IBOTIRAMA;168;EPS;CORTE;2022-08-05;6;0;6;6;N
SANTO AMARO;422;STC;RECORTE;2022-08-25;21;12;9;5;N
TEIXEIRA DE FREITAS;469;EPS;BAIXA;2022-08-19;28;0;28;6;S
LIVRAMENTO DE NOSSA SENHORA;309;EPS;CORTE;2022-08-25;6;0;6;5;N
PIRAJA;350;EPS;CORTE;2022-08-02;23;22;1;3;N
LAURO DE FREITAS;296;EPS;CORTE;2022-08-10;17;17;0;4;N
IRECE;205;STC;CORTE;2022-08-08;11;11;0;2;N
PERIPERI;347;EPS;DISJUNTOR;2022-08-18;58;56;2;5;N
SENHOR DO BONFIM;445;STC;CORTE;2022-08-23;11;10;1;3;N
POSTO DA MATA;378;EPS;BAIXA;2022-08-11;11;8;3;5;N
ILHEUS;173;EPS;CORTE;2022-08-02;15;14;1;3;N
ILHEUS;173;STC;CORTE;2022-08-16;21;21;0;3;N
ITABERABA;224;STC;RECORTE;2022-08-17;21;17;4;4;N
SERRINHA;458;EPS;CORTE;2022-08-12;18;17;1;6;N
LIVRAMENTO DE NOSSA SENHORA;306;EPS;CORTE;2022-08-12;5;5;0;6;N
ITABUNA;172;EPS;CORTE;2022-08-04;17;17;0;5;N
FEIRA DE SANTANA NORTE;113;EPS;CORTE;2022-08-16;39;39;0;3;N
VITORIA DA CONQUISTA;513;STC;RECORTE;2022-08-16;17;14;3;3;N
JACOBINA;255;EPS;RECORTE;2022-08-25;8;6;2;5;N
ILHEUS;186;EPS;CORTE;2022-08-18;13;13;0;5;N
RIBEIRA DO POMBAL;409;EPS;RECORTE;2022-08-23;18;15;3;3;N
SANTO AMARO;419;EPS;CORTE;2022-08-23;20;18;2;3;N
IBOTIRAMA;163;EPS;CORTE;2022-08-16;7;7;0;3;N
IRECE;203;EPS;CORTE;2022-08-18;16;15;1;5;N
JEQUIE;282;EPS;CORTE;2022-08-22;4;4;0;2;N
CANDEIAS;533;EPS;DISJUNTOR;2022-08-03;4;4;0;4;N
ESPLANADA;83;EPS;CORTE;2022-08-08;8;7;1;2;N
SERRINHA;463;STC;RECORTE;2022-08-16;9;8;1;3;N
PERIPERI;349;STC;RECORTE;2022-08-24;64;53;11;4;S
IBOTIRAMA;156;EPS;BAIXA;2022-08-25;14;14;0;5;S
SANTO AMARO;420;EPS;CORTE;2022-08-11;10;10;0;5;N
SENHOR DO BONFIM;449;STC;RECORTE;2022-08-23;4;3;1;3;S
JACOBINA;258;STC;RECORTE;2022-08-03;1;1;0;4;N
FEIRA DE SANTANA SUL;124;STC;RECORTE;2022-08-12;16;12;4;6;N
JUAZEIRO;289;STC;CORTE;2022-08-08;2;2;0;2;N
PAULO AFONSO;324;EPS;BAIXA;2022-08-19;12;0;12;6;S
GRACA;136;EPS;CORTE;2022-08-25;21;0;21;5;N
JACOBINA;263;STC;CORTE;2022-08-16;17;17;0;3;N
PORTO SEGURO;368;STC;CORTE;2022-08-02;11;11;0;3;N
LAURO DE FREITAS;296;EPS;RECORTE;2022-08-11;26;25;1;5;N
VITORIA DA CONQUISTA;520;EPS;DISJUNTOR;2022-08-23;30;30;0;3;N
SENHOR DO BONFIM;445;EPS;RECORTE;2022-08-10;6;5;1;4;N
FEIRA DE SANTANA SUL;128;EPS;CORTE;2022-08-23;18;16;2;3;N
JUAZEIRO;284;STC;CORTE;2022-08-19;14;14;0;6;N
BOM JESUS DA LAPA;23;STC;RECORTE;2022-08-02;11;11;0;3;N
JACOBINA;264;STC;CORTE;2022-08-04;10;9;1;5;N
IRECE;200;STC;CORTE;2022-08-19;6;6;0;6;N
ILHEUS;183;EPS;CORTE;2022-08-05;32;20;12;6;N
SERRINHA;468;EPS;CORTE;2022-08-15;12;12;0;2;N
CONCEICAO DO COITE;64;EPS;CORTE;2022-08-03;6;6;0;4;N
VALENCA;491;EPS;CORTE;2022-08-16;13;13;0;3;N
BOM JESUS DA LAPA;32;EPS;CORTE;2022-08-02;7;7;0;3;N
BARREIRAS;20;STC;CORTE;2022-08-22;21;20;1;2;N
CONCEICAO DO COITE;72;STC;CORTE;2022-08-18;11;11;0;5;N
ILHEUS;183;STC;CORTE;2022-08-17;20;20;0;4;S
PORTO SEGURO;371;STC;RECORTE;2022-08-16;16;16;0;3;N
ALAGOINHAS;1;EPS;RECORTE;2022-08-24;76;73;3;4;N
ESPLANADA;78;EPS;CORTE;2022-08-19;13;13;0;6;N
VALENCA;492;EPS;CORTE;2022-08-04;15;15;0;5;N
PAULO AFONSO;328;STC;CORTE;2022-08-11;11;11;0;5;N
LAURO DE FREITAS;293;STC;CORTE;2022-08-11;16;16;0;5;N
BARREIRAS;20;EPS;CORTE;2022-08-08;10;10;0;2;N
IPIAU;527;EPS;CORTE;2022-08-09;8;8;0;3;N
SANTO AMARO;419;EPS;RECORTE;2022-08-24;21;16;5;4;N
SENHOR DO BONFIM;449;EPS;BAIXA;2022-08-11;20;17;3;5;N
ALAGOINHAS;4;STC;RECORTE;2022-08-02;9;9;0;3;N
CONCEICAO DO COITE;73;EPS;DISJUNTOR;2022-08-24;7;6;1;4;N
PORTO SEGURO;366;EPS;CORTE;2022-08-12;8;7;1;6;N
EUNAPOLIS;95;STC;CORTE;2022-08-05;11;0;11;6;N
POSTO DA MATA;384;EPS;RECORTE;2022-08-11;1;0;1;5;S
PAULO AFONSO;340;EPS;CORTE;2022-08-25;8;0;8;5;N
IPIAU;527;EPS;RECORTE;2022-08-10;8;7;1;4;N
PIRAJA;355;EPS;CORTE;2022-08-16;15;13;2;3;N
SENHOR DO BONFIM;450;EPS;CORTE;2022-08-23;20;20;0;3;N
BOM JESUS DA LAPA;28;STC;CORTE;2022-08-15;10;10;0;2;N
FEIRA DE SANTANA SUL;125;EPS;CORTE;2022-08-10;18;17;1;4;N
SANTA MARIA DA VITORIA;414;EPS;CORTE;2022-08-17;40;39;1;4;N
ITABUNA;230;STC;CORTE;2022-08-09;16;16;0;3;N
ITAPOAN;253;EPS;RECORTE;2022-08-19;30;24;6;6;N
VALENCA;491;EPS;RECORTE;2022-08-17;16;16;0;4;N
CONCEICAO DO COITE;64;EPS;RECORTE;2022-08-04;6;6;0;5;N
PAULO AFONSO;403;STC;CORTE;2022-08-19;11;11;0;6;N
FEIRA DE SANTANA SUL;124;EPS;CORTE;2022-08-22;18;18;0;2;N
GRACA;136;EPS;CORTE;2022-08-02;25;23;2;3;N
SERRINHA;465;STC;CORTE;2022-08-16;11;11;0;3;N
BARREIRAS;20;STC;RECORTE;2022-08-23;21;17;4;3;N
TEIXEIRA DE FREITAS;485;EPS;CORTE;2022-08-02;11;11;0;3;N
SEABRA;439;EPS;CORTE;2022-08-22;10;10;0;2;N
EUNAPOLIS;90;STC;CORTE;2022-08-16;11;10;1;3;N
ITABUNA;233;EPS;RECORTE;2022-08-09;14;3;11;3;N
RIBEIRA DO POMBAL;405;EPS;BAIXA;2022-08-22;12;11;1;2;N
SANTO ANTONIO DE JESUS;433;EPS;CORTE;2022-08-23;4;4;0;3;N
BRUMADO;44;EPS;DISJUNTOR;2022-08-11;6;6;0;5;N
JEQUIE;275;STC;CORTE;2022-08-22;11;11;0;2;N
SANTO ANTONIO DE JESUS;434;EPS;CORTE;2022-08-11;10;8;2;5;N
TEIXEIRA DE FREITAS;470;EPS;CORTE;2022-08-10;10;9;1;4;N
SENHOR DO BONFIM;451;STC;CORTE;2022-08-25;11;11;0;5;N
CONCEICAO DO COITE;64;STC;RECORTE;2022-08-16;10;8;2;3;S
IRECE;200;STC;RECORTE;2022-08-18;4;4;0;5;S
TEIXEIRA DE FREITAS;469;EPS;CORTE;2022-08-22;6;6;0;2;N
IBOTIRAMA;171;STC;CORTE;2022-08-08;5;5;0;2;N
SANTA MARIA DA VITORIA;415;EPS;CORTE;2022-08-05;6;0;6;6;N
FEIRA DE SANTANA NORTE;112;EPS;CORTE;2022-08-05;23;0;23;6;N
ITAPOAN;251;EPS;DISJUNTOR;2022-08-25;60;0;60;5;N
ALAGOINHAS;4;EPS;CORTE;2022-08-12;19;17;2;6;N
BOM JESUS DA LAPA;25;STC;CORTE;2022-08-02;11;11;0;3;N
POSTO DA MATA;378;EPS;CORTE;2022-08-12;13;11;2;6;N
JACOBINA;261;EPS;CORTE;2022-08-03;7;7;0;4;N
CONCEICAO DO COITE;70;STC;CORTE;2022-08-17;12;12;0;4;S
BOM JESUS DA LAPA;23;EPS;CORTE;2022-08-12;5;5;0;6;N
SEABRA;436;STC;CORTE;2022-08-23;19;18;1;3;N
BRUMADO;39;STC;CORTE;2022-08-04;11;11;0;5;N
RIBEIRA DO POMBAL;404;EPS;RECORTE;2022-08-11;9;7;2;5;N
GRACA;136;EPS;RECORTE;2022-08-03;38;37;1;4;N
CAMACARI;52;EPS;CORTE;2022-08-10;73;67;6;4;N
IRECE;205;EPS;CORTE;2022-08-19;16;15;1;6;N
FEIRA DE SANTANA NORTE;108;EPS;CORTE;2022-08-04;54;51;3;5;N
ITAPOAN;250;STC;RECORTE;2022-08-18;14;11;3;5;S
SANTO AMARO;422;EPS;CORTE;2022-08-12;22;20;2;6;N
BRUMADO;38;STC;CORTE;2022-08-16;10;10;0;3;N
ITABERABA;214;STC;CORTE;2022-08-15;11;11;0;2;N
CAMACARI;53;STC;CORTE;2022-08-12;16;13;3;6;N
CONCEICAO DO COITE;64;EPS;BAIXA;2022-08-04;5;3;2;5;N
ITAPETINGA;241;STC;CORTE;2022-08-12;9;8;1;6;N
RIBEIRA DO POMBAL;400;EPS;CORTE;2022-08-09;11;11;0;3;N
FEIRA DE SANTANA NORTE;107;EPS;CORTE;2022-08-16;24;23;1;3;N
JACOBINA;260;EPS;CORTE;2022-08-15;9;9;0;2;N
LUIS EDUARDO MAGALHAES;322;EPS;CORTE;2022-08-08;10;10;0;2;N
TEIXEIRA DE FREITAS;471;STC;RECORTE;2022-08-11;18;11;7;5;S
ITAPOAN;251;STC;RECORTE;2022-08-08;19;11;8;2;N
IPIAU;532;EPS;CORTE;2022-08-23;7;6;1;3;N
BOM JESUS DA LAPA;28;STC;RECORTE;2022-08-16;11;11;0;3;N
ILHEUS;179;STC;RECORTE;2022-08-19;15;8;7;6;N
ITAPETINGA;240;STC;CORTE;2022-08-22;18;17;1;2;S
FEIRA DE SANTANA NORTE;108;STC;CORTE;2022-08-18;1;1;0;5;N
GRACA;130;EPS;CORTE;2022-08-25;21;0;21;5;N
PITUBA;356;EPS;CORTE;2022-08-25;28;0;28;5;N
LUIS EDUARDO MAGALHAES;317;EPS;CORTE;2022-08-19;7;7;0;6;N
GRACA;129;STC;CORTE;2022-08-02;51;43;8;3;N
SANTO ANTONIO DE JESUS;426;STC;CORTE;2022-08-23;26;26;0;3;N
ITABUNA;236;STC;CORTE;2022-08-11;14;14;0;5;N
TEIXEIRA DE FREITAS;479;EPS;DISJUNTOR;2022-08-08;25;25;0;2;N
REMANSO;392;EPS;CORTE;2022-08-09;27;27;0;3;N
TEIXEIRA DE FREITAS;469;EPS;BAIXA;2022-08-23;17;17;0;3;N
PORTO SEGURO;377;EPS;BAIXA;2022-08-04;12;9;3;5;N
JACOBINA;257;EPS;CORTE;2022-08-02;9;9;0;3;N
SERRINHA;462;EPS;CORTE;2022-08-15;12;11;1;2;N
JACOBINA;261;EPS;RECORTE;2022-08-04;9;8;1;5;N
JACOBINA;258;STC;CORTE;2022-08-04;17;16;1;5;N
ESPLANADA;81;STC;CORTE;2022-08-22;11;11;0;2;N
BARREIRAS;14;EPS;CORTE;2022-08-08;8;8;0;2;N
VALENCA;486;EPS;CORTE;2022-08-04;8;8;0;5;N
CONCEICAO DO COITE;65;EPS;CORTE;2022-08-16;7;7;0;3;N
ITAPETINGA;237;STC;CORTE;2022-08-11;9;9;0;5;N
FEIRA DE SANTANA NORTE;107;EPS;RECORTE;2022-08-17;6;6;0;4;N
JUAZEIRO;292;EPS;CORTE;2022-08-09;15;14;1;3;N
ILHEUS;178;EPS;BAIXA;2022-08-17;10;7;3;4;N
SERRINHA;463;EPS;CORTE;2022-08-03;4;4;0;4;N
ITABERABA;223;EPS;CORTE;2022-08-16;4;4;0;3;N
RIBEIRA DO POMBAL;404;EPS;BAIXA;2022-08-11;6;6;0;5;N
CAMACARI;52;EPS;RECORTE;2022-08-11;24;23;1;5;N
CAMACARI;50;EPS;DISJUNTOR;2022-08-17;28;28;0;4;N
SENHOR DO BONFIM;449;EPS;CORTE;2022-08-12;6;6;0;6;N
CAMACARI;52;STC;RECORTE;2022-08-23;4;3;1;3;S
RIBEIRA DO POMBAL;409;EPS;CORTE;2022-08-24;9;9;0;4;N
PORTO SEGURO;360;EPS;CORTE;2022-08-12;9;9;0;6;N
EUNAPOLIS;87;EPS;CORTE;2022-08-15;8;8;0;2;N
LUIS EDUARDO MAGALHAES;319;STC;CORTE;2022-08-09;11;10;1;3;N
IPIAU;532;EPS;RECORTE;2022-08-24;8;8;0;4;N
PIRAJA;354;EPS;CORTE;2022-08-05;17;0;17;6;N
ILHEUS;177;EPS;CORTE;2022-08-05;12;0;12;6;N
SANTA MARIA DA VITORIA;536;EPS;CORTE;2022-08-25;2;0;2;5;N
PERIPERI;348;EPS;CORTE;2022-08-25;26;0;26;5;N
LAURO DE FREITAS;298;STC;CORTE;2022-08-02;32;31;1;3;N
LAURO DE FREITAS;295;EPS;CORTE;2022-08-24;14;12;2;4;N
PERIPERI;347;STC;CORTE;2022-08-02;48;44;4;3;N
GRACA;137;EPS;CORTE;2022-08-15;63;60;3;2;N
PITUBA;356;EPS;CORTE;2022-08-02;54;50;4;3;N
ILHEUS;178;STC;RECORTE;2022-08-08;21;20;1;2;N
SERRINHA;459;EPS;CORTE;2022-08-02;5;5;0;3;N
ILHEUS;173;STC;CORTE;2022-08-18;21;21;0;5;N
PIRAJA;350;STC;CORTE;2022-08-18;17;17;0;5;N
SENHOR DO BONFIM;445;EPS;CORTE;2022-08-11;6;6;0;5;N
ITABUNA;231;STC;CORTE;2022-08-22;21;21;0;2;N
PITUBA;357;STC;CORTE;2022-08-02;30;29;1;3;S
BOM JESUS DA LAPA;30;STC;CORTE;2022-08-16;11;10;1;3;N
FEIRA DE SANTANA NORTE;115;STC;CORTE;2022-08-08;14;13;1;2;N
EUNAPOLIS;88;EPS;RECORTE;2022-08-04;5;5;0;5;N
CANDEIAS;58;EPS;DISJUNTOR;2022-08-16;24;23;1;3;N
LAURO DE FREITAS;296;EPS;CORTE;2022-08-12;16;16;0;6;N
IBOTIRAMA;154;EPS;RECORTE;2022-08-04;7;6;1;5;N
SERRINHA;463;EPS;RECORTE;2022-08-04;7;6;1;5;N
CONCEICAO DO COITE;75;EPS;CORTE;2022-08-19;7;7;0;6;N
SERRINHA;459;STC;CORTE;2022-08-16;11;11;0;3;N
JEQUIE;273;EPS;RECORTE;2022-08-10;9;9;0;4;N
LAURO DE FREITAS;297;STC;CORTE;2022-08-12;6;6;0;6;S
PIRAJA;350;EPS;CORTE;2022-08-04;14;13;1;5;N
JACOBINA;261;EPS;BAIXA;2022-08-04;5;5;0;5;N
RIBEIRA DO POMBAL;409;EPS;RECORTE;2022-08-25;9;7;2;5;N
SANTO ANTONIO DE JESUS;9;EPS;RECORTE;2022-08-11;25;21;4;5;S
JEQUIE;269;EPS;CORTE;2022-08-08;7;7;0;2;N
IPIAU;532;EPS;BAIXA;2022-08-24;5;2;3;4;N
EUNAPOLIS;99;EPS;BAIXA;2022-08-18;2;2;0;5;N
ITAPETINGA;246;STC;CORTE;2022-08-24;18;18;0;4;S
FEIRA DE SANTANA NORTE;107;EPS;BAIXA;2022-08-17;7;7;0;4;N
SENHOR DO BONFIM;445;STC;CORTE;2022-08-25;10;10;0;5;N
REMANSO;392;EPS;RECORTE;2022-08-10;6;6;0;4;N
RIBEIRA DO POMBAL;405;EPS;CORTE;2022-08-23;9;8;1;3;N
ILHEUS;187;EPS;CORTE;2022-08-08;6;6;0;2;N
ILHEUS;173;EPS;CORTE;2022-08-04;12;0;12;5;N
PAULO AFONSO;333;STC;CORTE;2022-08-02;4;4;0;3;N
EUNAPOLIS;86;EPS;DISJUNTOR;2022-08-10;4;4;0;4;N
PORTO SEGURO;370;EPS;CORTE;2022-08-15;9;8;1;2;N
JACOBINA;263;STC;CORTE;2022-08-18;16;15;1;5;N
PITUBA;356;EPS;RECORTE;2022-08-03;14;12;2;4;N
ITAPOAN;254;EPS;CORTE;2022-08-08;25;23;2;2;N
GUANAMBI;142;STC;CORTE;2022-08-23;21;21;0;3;N
IBOTIRAMA;154;EPS;BAIXA;2022-08-04;7;6;1;5;N
CAMACARI;53;EPS;CORTE;2022-08-23;20;20;0;3;N
JEQUIE;266;STC;CORTE;2022-08-09;8;8;0;3;N
EUNAPOLIS;88;EPS;BAIXA;2022-08-04;4;3;1;5;N
LAURO DE FREITAS;294;EPS;DISJUNTOR;2022-08-19;34;34;0;6;N
ITABERABA;216;STC;CORTE;2022-08-16;22;21;1;3;N
POSTO DA MATA;385;EPS;RECORTE;2022-08-03;6;5;1;4;N
PAULO AFONSO;345;EPS;RECORTE;2022-08-17;8;6;2;4;N
CONCEICAO DO COITE;65;EPS;BAIXA;2022-08-17;10;10;0;4;N
VALENCA;491;EPS;CORTE;2022-08-18;14;13;1;5;N
IBOTIRAMA;160;STC;CORTE;2022-08-19;8;8;0;6;N
LAURO DE FREITAS;298;STC;RECORTE;2022-08-03;16;16;0;4;N
PAULO AFONSO;333;STC;RECORTE;2022-08-03;1;1;0;4;N
JEQUIE;279;EPS;CORTE;2022-08-11;7;7;0;5;N
PIRAJA;350;STC;RECORTE;2022-08-19;17;14;3;6;N
SERRINHA;468;EPS;CORTE;2022-08-17;6;6;0;4;N
GUANAMBI;142;EPS;CORTE;2022-08-09;6;5;1;3;N
JEQUIE;279;STC;CORTE;2022-08-25;10;10;0;5;N
JACOBINA;262;EPS;CORTE;2022-08-16;8;8;0;3;N
JUAZEIRO;285;STC;CORTE;2022-08-09;4;4;0;3;N
POSTO DA MATA;379;EPS;CORTE;2022-08-25;8;0;8;5;N
GRACA;136;EPS;CORTE;2022-08-04;75;66;9;5;N
BARREIRAS;16;STC;CORTE;2022-08-23;42;41;1;3;N
PORTO SEGURO;371;EPS;BAIXA;2022-08-04;3;1;2;5;N
RIBEIRA DO POMBAL;406;STC;CORTE;2022-08-02;11;10;1;3;N
GUANAMBI;138;STC;CORTE;2022-08-22;21;18;3;2;N
PIRAJA;355;EPS;CORTE;2022-08-18;42;42;0;5;N
ITAPOAN;252;EPS;DISJUNTOR;2022-08-15;20;20;0;2;N
ITABUNA;229;EPS;CORTE;2022-08-09;18;15;3;3;N
SEABRA;442;STC;CORTE;2022-08-02;11;9;2;3;N
ITAPOAN;251;STC;CORTE;2022-08-09;19;18;1;3;N
IBOTIRAMA;170;EPS;CORTE;2022-08-08;7;6;1;2;N
GUANAMBI;138;EPS;CORTE;2022-08-08;7;7;0;2;N
VITORIA DA CONQUISTA;506;EPS;CORTE;2022-08-15;14;14;0;2;N
FEIRA DE SANTANA SUL;124;EPS;CORTE;2022-08-24;18;16;2;4;N
GUANAMBI;142;EPS;RECORTE;2022-08-10;11;11;0;4;N
BOM JESUS DA LAPA;27;EPS;CORTE;2022-08-15;5;5;0;2;N
IRECE;211;STC;CORTE;2022-08-12;11;11;0;6;N
BARREIRAS;17;STC;CORTE;2022-08-11;15;15;0;5;N
SERRINHA;468;EPS;RECORTE;2022-08-18;7;5;2;5;N
FEIRA DE SANTANA SUL;125;EPS;CORTE;2022-08-12;18;18;0;6;N
JEQUIE;276;STC;CORTE;2022-08-12;11;11;0;6;N
ILHEUS;178;EPS;CORTE;2022-08-18;24;22;2;5;N
IRECE;195;EPS;CORTE;2022-08-18;16;14;2;5;N
ESPLANADA;79;EPS;RECORTE;2022-08-10;7;7;0;4;N
JEQUIE;274;EPS;CORTE;2022-08-22;4;4;0;2;N
EUNAPOLIS;93;EPS;RECORTE;2022-08-16;20;14;6;3;S
CONCEICAO DO COITE;61;EPS;BAIXA;2022-08-16;7;7;0;3;N
PORTO SEGURO;377;EPS;CORTE;2022-08-05;8;0;8;6;N
JUAZEIRO;285;STC;RECORTE;2022-08-10;1;0;1;4;N
GUANAMBI;142;STC;RECORTE;2022-08-24;21;19;2;4;N
SENHOR DO BONFIM;450;EPS;CORTE;2022-08-25;20;0;20;5;N
PORTO SEGURO;361;EPS;CORTE;2022-08-25;8;0;8;5;N
BOM JESUS DA LAPA;24;STC;CORTE;2022-08-16;11;11;0;3;N
LUIS EDUARDO MAGALHAES;323;STC;CORTE;2022-08-12;11;10;1;6;N
VITORIA DA CONQUISTA;503;EPS;CORTE;2022-08-02;15;15;0;3;N
SANTO ANTONIO DE JESUS;432;STC;CORTE;2022-08-02;26;25;1;3;N
ITAPETINGA;242;STC;CORTE;2022-08-02;9;9;0;3;N
ESPLANADA;84;EPS;CORTE;2022-08-23;6;6;0;3;N
BRUMADO;38;EPS;CORTE;2022-08-04;7;7;0;5;N
SANTO AMARO;424;STC;CORTE;2022-08-04;18;18;0;5;N
LUIS EDUARDO MAGALHAES;321;EPS;CORTE;2022-08-22;7;7;0;2;N
GRACA;131;EPS;CORTE;2022-08-15;21;20;1;2;N
PITUBA;357;EPS;CORTE;2022-08-15;20;19;1;2;N
SANTO ANTONIO DE JESUS;430;EPS;CORTE;2022-08-12;5;5;0;6;N
ILHEUS;175;STC;CORTE;2022-08-19;15;14;1;6;N
ITAPETINGA;245;STC;RECORTE;2022-08-16;13;8;5;3;N
FEIRA DE SANTANA SUL;124;EPS;RECORTE;2022-08-25;60;35;25;5;N
GUANAMBI;142;EPS;BAIXA;2022-08-10;2;2;0;4;N
SANTO AMARO;423;STC;CORTE;2022-08-16;9;9;0;3;N
FEIRA DE SANTANA NORTE;107;EPS;CORTE;2022-08-18;31;29;2;5;N
VITORIA DA CONQUISTA;504;STC;CORTE;2022-08-04;10;10;0;5;N
SANTO ANTONIO DE JESUS;9;STC;CORTE;2022-08-02;13;13;0;3;N
SANTO ANTONIO DE JESUS;8;STC;CORTE;2022-08-12;15;15;0;6;S
SANTO ANTONIO DE JESUS;433;EPS;RECORTE;2022-08-24;2;2;0;4;S
CAMACARI;52;EPS;CORTE;2022-08-12;22;21;1;6;N
SANTO AMARO;424;STC;CORTE;2022-08-02;9;9;0;3;S
ITABUNA;225;EPS;CORTE;2022-08-08;9;8;1;2;N
BOM JESUS DA LAPA;24;EPS;CORTE;2022-08-02;7;7;0;3;N
IRECE;207;STC;CORTE;2022-08-11;11;11;0;5;N
GUANAMBI;148;EPS;CORTE;2022-08-11;7;6;1;5;N
EUNAPOLIS;101;STC;CORTE;2022-08-09;11;10;1;3;N
TEIXEIRA DE FREITAS;481;EPS;CORTE;2022-08-03;8;8;0;4;N
ITAPETINGA;240;STC;CORTE;2022-08-24;18;18;0;4;S
FEIRA DE SANTANA SUL;121;STC;CORTE;2022-08-25;1;1;0;5;N
LAURO DE FREITAS;298;STC;CORTE;2022-08-25;30;30;0;5;S
RIBEIRA DO POMBAL;399;EPS;CORTE;2022-08-23;9;9;0;3;N
